person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
40,28082.0,OTHER,10.0,VENTURE,E,21418.0,10.62,0.76,N,25.0,0
35,72520.0,OTHER,2.0,MEDICAL,C,23500.0,12.61,0.32,N,20.0,0
28,21079.0,RENT,6.0,EDUCATION,G,17608.0,6.4,0.84,N,11.0,0
32,12884.0,RENT,6.0,VENTURE,B,18521.0,18.08,1.44,N,29.0,1
47,103397.0,OWN,2.0,PERSONAL,D,27014.0,5.65,0.26,N,22.0,0
46,46347.0,OWN,9.0,DEBTCONSOLIDATION,E,33243.0,13.07,0.72,N,6.0,1
36,82731.0,MORTGAGE,4.0,VENTURE,A,6674.0,9.45,0.08,N,23.0,0
57,77787.0,RENT,6.0,DEBTCONSOLIDATION,G,24918.0,16.63,0.32,N,29.0,0
55,80176.0,RENT,2.0,HOMEIMPROVEMENT,C,31334.0,9.24,0.39,N,28.0,0
20,28740.0,OWN,7.0,HOMEIMPROVEMENT,G,1745.0,15.37,0.06,Y,13.0,0
37,22815.0,MORTGAGE,,MEDICAL,E,33437.0,6.9,1.47,N,6.0,0
28,75177.0,OWN,3.0,DEBTCONSOLIDATION,F,6566.0,6.81,0.09,N,26.0,0
32,52891.0,RENT,10.0,MEDICAL,G,10309.0,21.19,0.19,N,23.0,0
59,62566.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,13729.0,19.38,0.22,Y,18.0,0
64,51968.0,OTHER,1.0,EDUCATION,G,25406.0,22.64,0.49,Y,2.0,0
34,39913.0,RENT,4.0,EDUCATION,C,31116.0,9.47,0.78,Y,14.0,0
62,88440.0,OWN,5.0,EDUCATION,F,2819.0,10.63,0.03,Y,10.0,1
63,64860.0,MORTGAGE,0.0,PERSONAL,A,22885.0,23.19,0.35,N,7.0,0
23,28462.0,OWN,10.0,EDUCATION,C,8834.0,17.52,0.31,Y,4.0,1
52,45482.0,OTHER,8.0,PERSONAL,D,14148.0,,0.31,N,22.0,1
43,82483.0,RENT,8.0,PERSONAL,D,22463.0,10.01,0.27,N,5.0,0
55,11338.0,RENT,3.0,MEDICAL,F,25197.0,20.4,2.22,Y,3.0,0
60,22782.0,OWN,4.0,EDUCATION,C,13459.0,12.54,0.59,N,2.0,0
29,95609.0,RENT,8.0,PERSONAL,A,12549.0,6.15,0.13,N,13.0,0
55,16614.0,OWN,9.0,DEBTCONSOLIDATION,B,14280.0,11.87,0.86,N,22.0,0
39,10741.0,OWN,10.0,MEDICAL,E,22621.0,8.57,2.11,N,13.0,0
60,40210.0,MORTGAGE,1.0,EDUCATION,D,8001.0,7.09,0.2,N,7.0,0
64,76269.0,OTHER,4.0,HOMEIMPROVEMENT,E,20515.0,21.2,0.27,Y,22.0,1
63,23944.0,RENT,3.0,PERSONAL,G,9776.0,17.79,0.41,Y,15.0,0
30,66991.0,RENT,1.0,PERSONAL,F,22211.0,17.36,0.33,N,10.0,0
31,11806.0,OWN,1.0,MEDICAL,A,8748.0,16.11,0.74,N,12.0,0
37,23285.0,OTHER,8.0,MEDICAL,D,34321.0,,1.47,N,16.0,0
49,118874.0,MORTGAGE,9.0,MEDICAL,G,33944.0,22.29,0.29,N,14.0,0
63,86993.0,OWN,,HOMEIMPROVEMENT,D,7493.0,6.63,0.09,N,25.0,1
56,77289.0,OTHER,7.0,EDUCATION,C,7663.0,6.05,0.1,N,22.0,0
39,50126.0,RENT,9.0,PERSONAL,F,656.0,15.41,0.01,N,2.0,0
44,90123.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,31256.0,12.65,0.35,N,2.0,1
31,15857.0,MORTGAGE,7.0,HOMEIMPROVEMENT,C,28517.0,6.89,1.8,N,10.0,0
40,43792.0,OWN,7.0,DEBTCONSOLIDATION,E,22844.0,22.43,0.52,N,15.0,1
44,117978.0,OWN,4.0,DEBTCONSOLIDATION,E,17023.0,19.06,0.14,N,26.0,1
30,97684.0,MORTGAGE,3.0,MEDICAL,E,26296.0,14.08,0.27,N,22.0,1
28,64361.0,RENT,9.0,MEDICAL,C,26394.0,22.42,0.41,N,23.0,1
44,46322.0,RENT,2.0,HOMEIMPROVEMENT,B,10478.0,19.12,0.23,Y,19.0,0
54,85507.0,MORTGAGE,1.0,HOMEIMPROVEMENT,C,19381.0,,0.23,N,23.0,1
51,21908.0,OWN,9.0,MEDICAL,B,12377.0,17.25,0.56,N,12.0,0
33,74627.0,OWN,4.0,EDUCATION,F,22436.0,13.82,0.3,N,20.0,1
20,73643.0,RENT,7.0,HOMEIMPROVEMENT,B,32249.0,15.95,0.44,N,26.0,1
36,31202.0,OTHER,4.0,HOMEIMPROVEMENT,D,10158.0,9.7,0.33,Y,8.0,1
44,102228.0,OTHER,6.0,PERSONAL,E,26109.0,13.73,0.26,Y,5.0,0
27,80102.0,OTHER,4.0,DEBTCONSOLIDATION,D,18482.0,11.27,0.23,N,3.0,1
24,69883.0,RENT,9.0,PERSONAL,A,3338.0,,0.05,N,10.0,0
24,106555.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,29986.0,7.27,0.28,N,8.0,0
60,89558.0,OTHER,7.0,PERSONAL,C,4808.0,7.71,0.05,N,25.0,0
54,119461.0,RENT,7.0,MEDICAL,G,9214.0,13.58,0.08,N,16.0,0
38,53720.0,RENT,0.0,EDUCATION,E,20817.0,9.73,0.39,N,7.0,0
42,49662.0,OWN,4.0,DEBTCONSOLIDATION,B,16844.0,10.26,0.34,N,11.0,0
28,37030.0,OWN,8.0,VENTURE,G,25420.0,16.92,0.69,N,16.0,0
49,49850.0,RENT,10.0,DEBTCONSOLIDATION,F,27040.0,5.65,0.54,N,24.0,0
35,95288.0,OWN,7.0,HOMEIMPROVEMENT,G,4324.0,13.59,0.05,N,17.0,0
52,45397.0,OWN,0.0,EDUCATION,F,10138.0,,0.22,N,20.0,0
21,66094.0,OWN,8.0,PERSONAL,F,9918.0,11.59,0.15,N,9.0,1
33,100640.0,RENT,9.0,DEBTCONSOLIDATION,C,25151.0,14.87,0.25,N,17.0,0
20,30616.0,OTHER,0.0,PERSONAL,G,28590.0,20.17,0.93,N,17.0,0
45,106474.0,OWN,4.0,MEDICAL,B,1174.0,13.29,0.01,N,17.0,1
44,75334.0,RENT,9.0,EDUCATION,C,10863.0,14.07,0.14,N,19.0,1
35,16661.0,RENT,0.0,EDUCATION,B,28182.0,20.71,1.69,N,25.0,0
34,67029.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,31745.0,13.57,0.47,N,13.0,1
45,36047.0,MORTGAGE,10.0,PERSONAL,F,11561.0,,0.32,N,6.0,0
63,49043.0,OTHER,1.0,VENTURE,C,8988.0,21.45,0.18,N,22.0,0
35,118531.0,MORTGAGE,5.0,PERSONAL,C,1620.0,6.08,0.01,N,3.0,0
33,56442.0,RENT,1.0,PERSONAL,C,1728.0,8.65,0.03,N,9.0,0
48,71378.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,6156.0,14.23,0.09,Y,13.0,0
43,35943.0,OWN,0.0,PERSONAL,E,28296.0,7.8,0.79,N,7.0,0
34,44487.0,MORTGAGE,5.0,PERSONAL,F,25957.0,20.99,0.58,Y,19.0,1
38,84769.0,RENT,4.0,PERSONAL,G,7244.0,,0.09,N,15.0,0
27,79023.0,OTHER,3.0,HOMEIMPROVEMENT,F,12581.0,,0.16,N,10.0,0
53,34559.0,OTHER,,DEBTCONSOLIDATION,F,8755.0,17.49,0.25,Y,7.0,0
21,81380.0,OTHER,3.0,DEBTCONSOLIDATION,G,18047.0,17.89,0.22,N,5.0,0
46,51519.0,OTHER,8.0,VENTURE,C,33298.0,14.52,0.65,N,26.0,0
29,101676.0,OWN,10.0,HOMEIMPROVEMENT,C,23615.0,8.02,0.23,N,6.0,0
54,21416.0,OWN,1.0,EDUCATION,D,31719.0,19.89,1.48,N,19.0,1
42,32859.0,OWN,9.0,EDUCATION,A,8850.0,21.27,0.27,N,8.0,0
27,97789.0,MORTGAGE,6.0,VENTURE,D,23670.0,21.83,0.24,N,4.0,0
47,114766.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,13006.0,,0.11,N,7.0,1
42,28184.0,MORTGAGE,9.0,HOMEIMPROVEMENT,F,6024.0,16.08,0.21,N,29.0,0
23,37846.0,OTHER,8.0,PERSONAL,A,30216.0,17.91,0.8,N,20.0,0
33,105757.0,OTHER,3.0,MEDICAL,E,34036.0,6.81,0.32,N,4.0,0
61,52771.0,MORTGAGE,5.0,DEBTCONSOLIDATION,F,30992.0,15.38,0.59,N,8.0,0
48,96995.0,OWN,1.0,VENTURE,E,7697.0,6.28,0.08,N,27.0,0
20,25498.0,RENT,0.0,EDUCATION,A,33464.0,19.72,1.31,N,16.0,0
23,79798.0,MORTGAGE,,PERSONAL,G,29898.0,,0.37,N,25.0,0
51,42914.0,RENT,0.0,PERSONAL,F,22625.0,16.68,0.53,N,24.0,0
52,62980.0,OWN,3.0,HOMEIMPROVEMENT,C,16729.0,,0.27,N,15.0,1
45,55500.0,RENT,10.0,PERSONAL,A,3117.0,10.27,0.06,N,11.0,0
36,44885.0,OTHER,8.0,MEDICAL,G,30325.0,18.02,0.68,N,5.0,0
58,48215.0,RENT,2.0,VENTURE,B,8397.0,8.57,0.17,N,10.0,0
42,74320.0,MORTGAGE,,DEBTCONSOLIDATION,B,20066.0,6.6,0.27,N,26.0,0
51,96934.0,MORTGAGE,2.0,DEBTCONSOLIDATION,F,23249.0,12.98,0.24,N,28.0,0
34,119159.0,OWN,,DEBTCONSOLIDATION,A,25498.0,22.33,0.21,N,7.0,0
32,39924.0,MORTGAGE,,PERSONAL,C,2030.0,20.14,0.05,N,4.0,1
21,65099.0,RENT,6.0,EDUCATION,E,27527.0,17.89,0.42,N,11.0,0
38,73113.0,OTHER,7.0,PERSONAL,G,14235.0,17.28,0.19,N,8.0,0
43,10318.0,RENT,10.0,PERSONAL,E,5316.0,10.02,0.52,N,6.0,0
64,87697.0,RENT,5.0,HOMEIMPROVEMENT,D,20073.0,5.97,0.23,N,28.0,0
43,87859.0,RENT,0.0,HOMEIMPROVEMENT,A,25991.0,13.54,0.3,N,27.0,0
30,15749.0,MORTGAGE,5.0,MEDICAL,F,29825.0,10.9,1.89,N,4.0,1
41,108558.0,OWN,7.0,PERSONAL,G,24562.0,11.82,0.23,N,22.0,0
34,19528.0,MORTGAGE,4.0,PERSONAL,G,13104.0,6.7,0.67,N,28.0,0
29,31441.0,RENT,7.0,MEDICAL,C,5150.0,10.09,0.16,N,20.0,0
60,18526.0,OWN,,PERSONAL,B,10093.0,15.73,0.54,N,29.0,0
46,119587.0,OWN,0.0,VENTURE,A,19763.0,21.54,0.17,Y,12.0,1
28,47161.0,RENT,,VENTURE,D,15727.0,19.99,0.33,N,3.0,0
47,11044.0,RENT,3.0,VENTURE,G,22123.0,10.72,2.0,N,14.0,0
20,88301.0,MORTGAGE,,MEDICAL,C,15508.0,19.16,0.18,N,14.0,1
36,28175.0,OWN,8.0,HOMEIMPROVEMENT,G,15380.0,17.65,0.55,N,13.0,0
50,58887.0,OTHER,9.0,DEBTCONSOLIDATION,E,29827.0,7.98,0.51,N,14.0,1
63,61671.0,OWN,4.0,VENTURE,C,17805.0,15.88,0.29,N,8.0,0
29,10961.0,MORTGAGE,9.0,EDUCATION,C,9443.0,,0.86,N,16.0,0
56,79285.0,RENT,,HOMEIMPROVEMENT,E,23335.0,7.85,0.29,N,18.0,0
48,112869.0,OWN,9.0,EDUCATION,C,34509.0,6.55,0.31,N,13.0,1
37,115820.0,OTHER,2.0,PERSONAL,F,26713.0,6.6,0.23,N,11.0,0
57,61966.0,MORTGAGE,2.0,HOMEIMPROVEMENT,E,17167.0,14.7,0.28,N,25.0,0
58,26973.0,OWN,8.0,DEBTCONSOLIDATION,B,22940.0,,0.85,N,10.0,0
25,93908.0,MORTGAGE,0.0,PERSONAL,C,9243.0,13.9,0.1,Y,17.0,1
59,119335.0,OWN,10.0,HOMEIMPROVEMENT,B,24567.0,14.83,0.21,N,23.0,1
31,53393.0,RENT,5.0,VENTURE,A,4226.0,9.05,0.08,N,22.0,0
33,111293.0,OTHER,5.0,EDUCATION,A,27686.0,22.69,0.25,N,10.0,1
63,48433.0,RENT,9.0,MEDICAL,E,27183.0,18.7,0.56,N,21.0,0
29,80077.0,OWN,7.0,DEBTCONSOLIDATION,E,16097.0,12.45,0.2,Y,19.0,0
39,40678.0,OTHER,7.0,PERSONAL,G,3616.0,20.85,0.09,N,16.0,0
34,28344.0,OWN,0.0,HOMEIMPROVEMENT,D,2217.0,13.33,0.08,N,21.0,0
50,55154.0,OWN,6.0,EDUCATION,C,25930.0,18.24,0.47,Y,7.0,0
26,18846.0,OTHER,9.0,VENTURE,A,34836.0,16.06,1.85,N,8.0,1
60,43846.0,OTHER,0.0,VENTURE,C,29369.0,13.65,0.67,N,9.0,1
29,111378.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7524.0,10.09,0.07,N,28.0,0
29,117851.0,OTHER,4.0,PERSONAL,D,4843.0,,0.04,N,8.0,0
58,80565.0,RENT,1.0,VENTURE,D,21081.0,5.98,0.26,N,10.0,0
47,68802.0,OTHER,2.0,EDUCATION,B,15063.0,16.87,0.22,N,9.0,1
49,26272.0,OTHER,10.0,PERSONAL,A,26006.0,20.91,0.99,N,28.0,0
56,58613.0,MORTGAGE,8.0,EDUCATION,F,34282.0,20.23,0.58,N,27.0,0
22,99306.0,RENT,1.0,VENTURE,D,3217.0,15.17,0.03,N,19.0,0
62,23104.0,RENT,3.0,EDUCATION,B,2786.0,6.12,0.12,N,19.0,1
34,25855.0,OTHER,6.0,VENTURE,F,33123.0,6.57,1.28,N,23.0,1
40,47524.0,OTHER,7.0,MEDICAL,E,27558.0,8.65,0.58,N,6.0,0
56,112999.0,MORTGAGE,10.0,PERSONAL,B,23853.0,9.29,0.21,Y,28.0,0
31,76455.0,RENT,2.0,EDUCATION,A,4860.0,12.19,0.06,N,12.0,1
23,52706.0,RENT,9.0,PERSONAL,C,20891.0,9.0,0.4,Y,5.0,0
28,44526.0,OWN,9.0,EDUCATION,B,23059.0,10.81,0.52,N,26.0,0
58,110135.0,MORTGAGE,8.0,VENTURE,B,27896.0,6.54,0.25,Y,5.0,0
61,19363.0,MORTGAGE,7.0,VENTURE,D,25634.0,12.73,1.32,N,10.0,0
47,62430.0,OTHER,5.0,MEDICAL,G,6267.0,14.83,0.1,N,5.0,0
42,59511.0,RENT,,EDUCATION,C,32006.0,18.3,0.54,N,24.0,1
64,66738.0,OTHER,7.0,MEDICAL,E,3567.0,6.63,0.05,N,26.0,0
59,89791.0,MORTGAGE,10.0,EDUCATION,F,29139.0,21.84,0.32,N,15.0,1
63,79346.0,RENT,9.0,MEDICAL,G,22174.0,13.32,0.28,N,15.0,0
41,11440.0,RENT,7.0,PERSONAL,F,19117.0,,1.67,N,8.0,0
43,119415.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,15803.0,22.49,0.13,N,22.0,0
45,77255.0,RENT,6.0,VENTURE,F,32119.0,14.76,0.42,N,5.0,1
49,54213.0,OWN,7.0,EDUCATION,C,2128.0,10.06,0.04,N,20.0,1
52,10555.0,MORTGAGE,,DEBTCONSOLIDATION,C,7774.0,5.9,0.74,N,8.0,0
35,117729.0,MORTGAGE,5.0,DEBTCONSOLIDATION,G,27083.0,21.01,0.23,N,2.0,0
41,87648.0,RENT,5.0,VENTURE,G,27877.0,19.0,0.32,N,29.0,0
62,77833.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,26085.0,16.93,0.34,N,10.0,0
37,11535.0,OTHER,3.0,DEBTCONSOLIDATION,G,23039.0,13.34,2.0,N,6.0,0
26,24931.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7152.0,19.49,0.29,N,6.0,1
45,81818.0,OTHER,9.0,MEDICAL,B,28534.0,10.26,0.35,N,8.0,0
27,104170.0,OWN,8.0,MEDICAL,C,13564.0,9.33,0.13,N,14.0,0
25,54262.0,OWN,2.0,EDUCATION,G,17297.0,21.98,0.32,N,27.0,0
49,101021.0,OTHER,6.0,HOMEIMPROVEMENT,G,27294.0,6.66,0.27,N,7.0,0
58,110265.0,MORTGAGE,8.0,MEDICAL,B,32569.0,21.57,0.3,N,8.0,1
42,34587.0,OTHER,7.0,PERSONAL,B,29228.0,9.49,0.85,N,23.0,0
51,109283.0,RENT,6.0,EDUCATION,C,32162.0,22.21,0.29,N,12.0,1
41,43040.0,OTHER,4.0,DEBTCONSOLIDATION,E,28867.0,,0.67,N,7.0,0
61,55543.0,OWN,1.0,DEBTCONSOLIDATION,B,21230.0,12.26,0.38,N,12.0,1
62,99177.0,OWN,1.0,VENTURE,D,7654.0,6.25,0.08,N,3.0,1
64,36573.0,OTHER,3.0,EDUCATION,D,23939.0,,0.65,Y,18.0,0
28,80680.0,OWN,4.0,DEBTCONSOLIDATION,D,23085.0,,0.29,N,19.0,0
50,67262.0,RENT,,MEDICAL,F,6075.0,18.1,0.09,N,17.0,0
26,11688.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14663.0,18.53,1.25,N,9.0,0
28,93515.0,MORTGAGE,10.0,DEBTCONSOLIDATION,E,12612.0,10.91,0.13,N,2.0,0
32,41803.0,OTHER,1.0,VENTURE,G,10512.0,17.39,0.25,N,22.0,0
22,26154.0,OWN,3.0,DEBTCONSOLIDATION,E,10677.0,5.67,0.41,N,25.0,0
54,112987.0,MORTGAGE,10.0,PERSONAL,B,34887.0,18.36,0.31,N,24.0,1
52,90659.0,OWN,4.0,PERSONAL,E,11314.0,21.75,0.12,N,17.0,0
40,33998.0,OTHER,3.0,DEBTCONSOLIDATION,C,26484.0,9.65,0.78,Y,3.0,0
50,15786.0,OWN,5.0,DEBTCONSOLIDATION,B,28924.0,6.71,1.83,N,26.0,1
53,69059.0,RENT,9.0,PERSONAL,C,21650.0,17.98,0.31,Y,5.0,0
51,105825.0,RENT,6.0,MEDICAL,D,28087.0,22.04,0.27,N,14.0,0
54,80665.0,OWN,4.0,EDUCATION,G,24416.0,,0.3,N,29.0,0
34,104450.0,RENT,8.0,PERSONAL,C,23418.0,,0.22,N,9.0,1
51,35777.0,OTHER,3.0,VENTURE,D,21698.0,17.29,0.61,N,10.0,0
25,78381.0,RENT,10.0,PERSONAL,A,7492.0,12.45,0.1,Y,7.0,1
64,83984.0,RENT,9.0,EDUCATION,C,14805.0,13.18,0.18,Y,17.0,0
40,65290.0,MORTGAGE,1.0,PERSONAL,D,19730.0,21.76,0.3,N,2.0,0
52,37139.0,MORTGAGE,10.0,HOMEIMPROVEMENT,E,3571.0,17.32,0.1,N,5.0,1
51,97254.0,OTHER,9.0,EDUCATION,B,30671.0,16.37,0.32,N,17.0,1
38,59030.0,RENT,7.0,MEDICAL,A,19365.0,17.21,0.33,N,23.0,0
52,33581.0,MORTGAGE,3.0,MEDICAL,D,7962.0,20.36,0.24,N,17.0,0
47,37993.0,OWN,3.0,DEBTCONSOLIDATION,G,20114.0,6.4,0.53,N,18.0,0
50,52048.0,OWN,2.0,MEDICAL,B,10614.0,8.4,0.2,N,2.0,0
40,22923.0,RENT,,PERSONAL,G,28800.0,9.45,1.26,N,28.0,0
53,23084.0,OTHER,8.0,VENTURE,F,24124.0,9.2,1.05,Y,11.0,0
34,93096.0,RENT,3.0,PERSONAL,F,11770.0,14.77,0.13,N,10.0,1
33,32567.0,MORTGAGE,1.0,MEDICAL,A,14052.0,10.8,0.43,N,23.0,1
38,29481.0,RENT,10.0,VENTURE,G,6138.0,11.99,0.21,N,4.0,0
62,107552.0,RENT,0.0,MEDICAL,D,22453.0,14.26,0.21,Y,12.0,0
34,21422.0,OWN,,EDUCATION,F,27694.0,14.92,1.29,N,7.0,0
25,77260.0,OWN,0.0,PERSONAL,C,34917.0,13.46,0.45,Y,5.0,0
28,106007.0,MORTGAGE,7.0,VENTURE,E,3316.0,15.4,0.03,Y,28.0,0
56,78164.0,OTHER,0.0,HOMEIMPROVEMENT,E,18741.0,10.51,0.24,N,11.0,1
39,65296.0,OTHER,4.0,DEBTCONSOLIDATION,C,6033.0,16.42,0.09,N,16.0,0
53,37875.0,MORTGAGE,7.0,VENTURE,F,4844.0,12.0,0.13,N,14.0,0
57,27734.0,MORTGAGE,6.0,VENTURE,E,20635.0,22.5,0.74,N,28.0,1
45,99645.0,RENT,6.0,HOMEIMPROVEMENT,A,19084.0,21.69,0.19,N,14.0,0
37,76155.0,RENT,7.0,HOMEIMPROVEMENT,D,10104.0,19.17,0.13,N,3.0,0
47,61700.0,OTHER,10.0,VENTURE,F,9370.0,20.15,0.15,N,3.0,0
28,23786.0,RENT,2.0,DEBTCONSOLIDATION,F,31534.0,22.73,1.33,N,13.0,0
51,64395.0,RENT,4.0,VENTURE,E,29723.0,8.76,0.46,N,21.0,0
25,104170.0,OWN,1.0,PERSONAL,A,17540.0,16.86,0.17,Y,11.0,0
33,75171.0,MORTGAGE,4.0,VENTURE,D,6513.0,8.1,0.09,N,4.0,0
47,97463.0,MORTGAGE,4.0,MEDICAL,F,31785.0,9.83,0.33,N,20.0,1
43,74763.0,OWN,1.0,VENTURE,E,27570.0,13.01,0.37,N,7.0,0
32,85265.0,OWN,9.0,VENTURE,G,4579.0,7.68,0.05,N,9.0,0
62,97773.0,RENT,,DEBTCONSOLIDATION,A,2458.0,11.5,0.03,N,4.0,0
31,112076.0,MORTGAGE,5.0,EDUCATION,G,24003.0,15.91,0.21,N,26.0,0
38,70922.0,OTHER,0.0,DEBTCONSOLIDATION,F,15340.0,7.57,0.22,N,3.0,0
40,45301.0,MORTGAGE,7.0,DEBTCONSOLIDATION,G,29493.0,16.4,0.65,Y,7.0,0
46,116973.0,OTHER,10.0,VENTURE,B,15024.0,12.18,0.13,Y,9.0,1
38,70998.0,OWN,0.0,HOMEIMPROVEMENT,B,25693.0,12.02,0.36,N,24.0,0
43,69724.0,MORTGAGE,2.0,EDUCATION,C,28286.0,21.32,0.41,N,10.0,0
45,68976.0,OWN,0.0,DEBTCONSOLIDATION,D,949.0,12.38,0.01,N,22.0,0
64,31735.0,MORTGAGE,1.0,MEDICAL,F,34949.0,17.99,1.1,N,23.0,0
47,110344.0,OTHER,6.0,EDUCATION,D,5347.0,21.73,0.05,N,6.0,0
37,93485.0,OWN,6.0,HOMEIMPROVEMENT,G,3691.0,18.59,0.04,N,16.0,0
63,30509.0,RENT,10.0,DEBTCONSOLIDATION,C,8237.0,17.17,0.27,N,2.0,1
55,104934.0,MORTGAGE,4.0,VENTURE,A,19028.0,10.27,0.18,N,15.0,0
61,79804.0,OTHER,4.0,HOMEIMPROVEMENT,E,5246.0,18.37,0.07,N,25.0,0
48,45607.0,RENT,6.0,MEDICAL,G,20508.0,9.12,0.45,Y,25.0,0
36,54507.0,OWN,9.0,HOMEIMPROVEMENT,G,12949.0,,0.24,Y,10.0,0
23,62540.0,MORTGAGE,10.0,EDUCATION,C,14263.0,15.24,0.23,N,6.0,1
63,50944.0,MORTGAGE,,HOMEIMPROVEMENT,A,1578.0,21.82,0.03,N,27.0,0
64,49308.0,RENT,9.0,MEDICAL,D,11778.0,10.61,0.24,N,17.0,1
48,22412.0,RENT,4.0,PERSONAL,D,8463.0,10.94,0.38,N,12.0,0
23,66399.0,OWN,7.0,DEBTCONSOLIDATION,E,24382.0,15.5,0.37,N,28.0,0
29,111047.0,RENT,2.0,VENTURE,F,3642.0,8.2,0.03,Y,11.0,1
44,37150.0,MORTGAGE,1.0,HOMEIMPROVEMENT,F,2408.0,17.5,0.06,N,27.0,0
50,81178.0,MORTGAGE,9.0,HOMEIMPROVEMENT,D,26109.0,13.91,0.32,N,22.0,0
22,68763.0,MORTGAGE,3.0,PERSONAL,C,16143.0,8.48,0.23,N,8.0,1
21,85605.0,MORTGAGE,6.0,VENTURE,A,11391.0,13.76,0.13,N,28.0,0
44,41832.0,RENT,8.0,DEBTCONSOLIDATION,B,15579.0,7.4,0.37,N,16.0,0
25,76562.0,RENT,2.0,HOMEIMPROVEMENT,C,22304.0,16.56,0.29,N,3.0,0
45,79128.0,OTHER,10.0,PERSONAL,D,6294.0,7.24,0.08,N,8.0,1
27,76523.0,OWN,2.0,EDUCATION,B,25733.0,18.87,0.34,N,28.0,0
54,91453.0,RENT,10.0,PERSONAL,C,1053.0,17.59,0.01,Y,27.0,0
46,17238.0,OWN,6.0,HOMEIMPROVEMENT,G,22139.0,6.55,1.28,N,22.0,0
44,111051.0,RENT,0.0,HOMEIMPROVEMENT,A,20285.0,6.81,0.18,N,17.0,1
37,83866.0,OTHER,6.0,EDUCATION,D,34884.0,,0.42,N,17.0,1
20,70930.0,RENT,1.0,EDUCATION,E,13483.0,7.72,0.19,N,20.0,0
58,15650.0,MORTGAGE,9.0,VENTURE,F,29775.0,11.26,1.9,Y,11.0,0
22,47264.0,RENT,0.0,MEDICAL,F,26453.0,9.08,0.56,N,14.0,0
23,100753.0,OWN,9.0,MEDICAL,A,6707.0,17.48,0.07,N,2.0,0
60,59588.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,4663.0,7.69,0.08,N,20.0,0
56,27807.0,RENT,0.0,EDUCATION,F,12802.0,6.05,0.46,Y,16.0,1
34,35712.0,MORTGAGE,7.0,DEBTCONSOLIDATION,E,7903.0,,0.22,N,17.0,0
27,112025.0,MORTGAGE,9.0,MEDICAL,E,20547.0,12.07,0.18,Y,16.0,1
57,72915.0,MORTGAGE,6.0,MEDICAL,A,5905.0,5.78,0.08,N,16.0,0
38,64826.0,OTHER,9.0,DEBTCONSOLIDATION,C,22934.0,18.63,0.35,N,3.0,0
45,37865.0,OWN,8.0,VENTURE,E,18466.0,,0.49,N,9.0,0
58,100169.0,OWN,,EDUCATION,C,11073.0,,0.11,N,16.0,0
29,100811.0,RENT,4.0,HOMEIMPROVEMENT,E,21669.0,14.25,0.21,N,27.0,0
57,11145.0,MORTGAGE,2.0,PERSONAL,E,18240.0,18.3,1.64,N,25.0,1
33,97499.0,RENT,0.0,PERSONAL,F,19792.0,18.69,0.2,N,25.0,0
60,84836.0,OWN,1.0,EDUCATION,C,16357.0,17.07,0.19,N,25.0,0
38,96415.0,MORTGAGE,5.0,VENTURE,A,13239.0,7.19,0.14,N,21.0,0
49,65651.0,OWN,7.0,HOMEIMPROVEMENT,F,14511.0,,0.22,N,6.0,1
24,16242.0,MORTGAGE,8.0,PERSONAL,F,27839.0,15.86,1.71,N,15.0,1
50,23832.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,17935.0,12.38,0.75,N,7.0,0
26,74005.0,OTHER,1.0,HOMEIMPROVEMENT,D,11277.0,8.4,0.15,N,17.0,0
38,100219.0,MORTGAGE,0.0,MEDICAL,D,18761.0,22.05,0.19,N,6.0,0
50,69328.0,RENT,9.0,VENTURE,G,24358.0,19.41,0.35,N,24.0,0
58,89821.0,OWN,3.0,DEBTCONSOLIDATION,G,7911.0,13.28,0.09,N,9.0,0
43,104359.0,OWN,4.0,EDUCATION,C,9775.0,10.53,0.09,Y,17.0,1
53,84633.0,OWN,9.0,PERSONAL,F,17828.0,12.81,0.21,Y,8.0,0
42,57852.0,MORTGAGE,5.0,EDUCATION,E,19123.0,13.95,0.33,N,14.0,0
64,11992.0,RENT,3.0,DEBTCONSOLIDATION,F,17560.0,,1.46,N,28.0,1
59,46890.0,OTHER,4.0,PERSONAL,C,12458.0,6.25,0.27,N,11.0,0
25,104326.0,OTHER,7.0,EDUCATION,G,28181.0,17.61,0.27,N,11.0,1
57,39394.0,RENT,9.0,DEBTCONSOLIDATION,A,20444.0,16.73,0.52,Y,21.0,0
60,59957.0,RENT,2.0,MEDICAL,D,5812.0,17.26,0.1,Y,10.0,1
